,기관 명,송신 서버 번호,데이터 번호,모델명,시리얼,서버타입,사이트명,방문자수,날짜,등록일자
0,서울시,32,1,SDOT001,2992,00Original,2992,171,202104182340,2021-04-19 00:00:13
1,서울시,32,1,SDOT001,4041,00Original,4041,7,202104180000,2021-04-19 00:00:18
2,서울시,32,1,SDOT001,2993,00Original,2993,188,202104182340,2021-04-19 00:00:19
3,서울시,32,1,SDOT001,4027,00Original,4027,11,202104180000,2021-04-19 00:00:21
4,서울시,32,1,SDOT001,4031,00Original,4031,0,202104180000,2021-04-19 00:00:23
5,서울시,32,1,SDOT001,2997,00Original,2997,174,202104182340,2021-04-19 00:00:24
6,서울시,32,1,SDOT001,2998,00Original,2998,158,202104182340,2021-04-19 00:00:31
7,서울시,32,1,SDOT001,3005,00Original,3005,168,202104182340,2021-04-19 00:00:46
8,서울시,32,1,SDOT001,2995,00Original,2995,135,202104182340,2021-04-19 00:01:16
9,서울시,32,1,SDOT001,2996,00Original,2996,128,202104182340,2021-04-19 00:01:17
10,서울시,32,1,SDOT001,2997,00Original,2997,174,202104182340,2021-04-19 00:01:17
11,서울시,32,1,SDOT001,4039,00Original,4039,0,202104180000,2021-04-19 00:01:18
12,서울시,32,1,SDOT001,4012,00Original,4012,0,202104180000,2021-04-19 00:01:20
13,서울시,32,1,SDOT001,2998,00Original,2998,158,202104182340,2021-04-19 00:01:20
14,서울시,32,1,SDOT001,2999,00Original,2999,135,202104182340,2021-04-19 00:01:20
15,서울시,32,1,SDOT001,3000,00Original,3000,178,202104182340,2021-04-19 00:01:24
16,서울시,32,1,SDOT001,3001,00Original,3001,123,202104182340,2021-04-19 00:01:24
17,서울시,32,1,SDOT001,3002,00Original,3002,126,202104182340,2021-04-19 00:01:24
18,서울시,32,1,SDOT001,3003,00Original,3003,185,202104182340,2021-04-19 00:01:27
19,서울시,32,1,SDOT001,3004,00Original,3004,174,202104182340,2021-04-19 00:01:27
20,서울시,32,1,SDOT001,3005,00Original,3005,168,202104182340,2021-04-19 00:01:29
21,서울시,32,1,SDOT001,3006,00Original,3006,143,202104182340,2021-04-19 00:01:30
22,서울시,32,1,SDOT001,3007,00Original,3007,213,202104182340,2021-04-19 00:01:33
23,서울시,32,1,SDOT001,3023,00Original,3023,189,202104182340,2021-04-19 00:02:11
24,서울시,32,1,SDOT001,3024,00Original,3024,155,202104182340,2021-04-19 00:02:13
25,서울시,32,1,SDOT001,3025,00Original,3025,125,202104182340,2021-04-19 00:02:15
26,서울시,32,1,SDOT001,3027,00Original,3027,146,202104182340,2021-04-19 00:02:25
27,서울시,32,1,SDOT001,3030,00Original,3030,158,202104182340,2021-04-19 00:02:25
28,서울시,32,1,SDOT001,3026,00Original,3026,59,202104182340,2021-04-19 00:02:27
29,서울시,32,1,SDOT001,3031,00Original,3031,150,202104182340,2021-04-19 00:02:29
30,서울시,32,1,SDOT001,3037,00Original,3037,79,202104182340,2021-04-19 00:02:42
31,서울시,32,1,SDOT001,4044,00Original,4044,0,202104180000,2021-04-19 00:02:54
32,서울시,32,1,SDOT001,4003,00Original,4003,7,202104180000,2021-04-19 00:02:56
33,서울시,32,1,SDOT001,4024,00Original,4024,3,202104180000,2021-04-19 00:04:48
34,서울시,32,1,SDOT001,4009,00Original,4009,13,202104180000,2021-04-19 00:06:25
35,서울시,32,1,SDOT001,4011,00Original,4011,4,202104180000,2021-04-19 00:07:27
36,서울시,32,1,SDOT001,4025,00Original,4025,1,202104180000,2021-04-19 00:08:00
37,서울시,32,1,SDOT001,4017,00Original,4017,0,202104190010,2021-04-19 00:10:33
38,서울시,32,1,SDOT001,4046,00Original,4046,3,202104190010,2021-04-19 00:10:35
39,서울시,32,1,SDOT001,4043,00Original,4043,0,202104190010,2021-04-19 00:11:05
40,서울시,32,1,SDOT001,4038,00Original,4038,0,202104190010,2021-04-19 00:11:04
41,서울시,32,1,SDOT001,4039,00Original,4039,3,202104190010,2021-04-19 00:11:21
42,서울시,32,1,SDOT001,4012,00Original,4012,1,202104190010,2021-04-19 00:11:22
43,서울시,32,1,SDOT001,4049,00Original,4049,1,202104190010,2021-04-19 00:12:21
44,서울시,32,1,SDOT001,4005,00Original,4005,6,202104190010,2021-04-19 00:12:27
45,서울시,32,1,SDOT001,2992,00Original,2992,175,202104182350,2021-04-19 00:13:15
46,서울시,32,1,SDOT001,2995,00Original,2995,149,202104182350,2021-04-19 00:13:08
47,서울시,32,1,SDOT001,2996,00Original,2996,132,202104182350,2021-04-19 00:13:15
48,서울시,32,1,SDOT001,2998,00Original,2998,190,202104182350,2021-04-19 00:13:15
49,서울시,32,1,SDOT001,3001,00Original,3001,130,202104182350,2021-04-19 00:13:15
50,서울시,32,1,SDOT001,3002,00Original,3002,111,202104182350,2021-04-19 00:13:16
51,서울시,32,1,SDOT001,3003,00Original,3003,198,202104182350,2021-04-19 00:13:24
52,서울시,32,1,SDOT001,3006,00Original,3006,174,202104182350,2021-04-19 00:13:24
53,서울시,32,1,SDOT001,3005,00Original,3005,185,202104182350,2021-04-19 00:13:24
54,서울시,32,1,SDOT001,3004,00Original,3004,184,202104182350,2021-04-19 00:13:24
55,서울시,32,1,SDOT001,3007,00Original,3007,217,202104182350,2021-04-19 00:13:27
56,서울시,32,1,SDOT001,3008,00Original,3008,157,202104182350,2021-04-19 00:13:27
57,서울시,32,1,SDOT001,3009,00Original,3009,0,202104182350,2021-04-19 00:13:28
58,서울시,32,1,SDOT001,3012,00Original,3012,81,202104182350,2021-04-19 00:13:36
59,서울시,32,1,SDOT001,3010,00Original,3010,205,202104182350,2021-04-19 00:13:42
60,서울시,32,1,SDOT001,3016,00Original,3016,166,202104182350,2021-04-19 00:14:00
61,서울시,32,1,SDOT001,3023,00Original,3023,195,202104182350,2021-04-19 00:14:00
62,서울시,32,1,SDOT001,3024,00Original,3024,170,202104182350,2021-04-19 00:14:03
63,서울시,32,1,SDOT001,3025,00Original,3025,158,202104182350,2021-04-19 00:14:07
64,서울시,32,1,SDOT001,3026,00Original,3026,72,202104182350,2021-04-19 00:14:09
65,서울시,32,1,SDOT001,4032,00Original,4032,2,202104190010,2021-04-19 00:14:13
66,서울시,32,1,SDOT001,3032,00Original,3032,113,202104182350,2021-04-19 00:14:25
67,서울시,32,1,SDOT001,3033,00Original,3033,138,202104182350,2021-04-19 00:14:27
68,서울시,32,1,SDOT001,3034,00Original,3034,293,202104182350,2021-04-19 00:14:26
69,서울시,32,1,SDOT001,3035,00Original,3035,145,202104182350,2021-04-19 00:14:29
70,서울시,32,1,SDOT001,3036,00Original,3036,198,202104182350,2021-04-19 00:14:33
71,서울시,32,1,SDOT001,3039,00Original,3039,150,202104182350,2021-04-19 00:14:38
72,서울시,32,1,SDOT001,4024,00Original,4024,4,202104190010,2021-04-19 00:14:43
73,서울시,32,1,SDOT001,4009,00Original,4009,16,202104190010,2021-04-19 00:16:19
74,서울시,32,1,SDOT001,4021,00Original,4021,0,202104190010,2021-04-19 00:16:39
75,서울시,32,1,SDOT001,4007,00Original,4007,1,202104190010,2021-04-19 00:17:42
76,서울시,32,1,SDOT001,4025,00Original,4025,1,202104190010,2021-04-19 00:17:54
77,서울시,32,1,SDOT001,4031,00Original,4031,2,202104190020,2021-04-19 00:20:23
78,서울시,32,1,SDOT001,4015,00Original,4015,4,202104190020,2021-04-19 00:20:23
79,서울시,32,1,SDOT001,4046,00Original,4046,0,202104190020,2021-04-19 00:20:33
80,서울시,32,1,SDOT001,4006,00Original,4006,0,202104190020,2021-04-19 00:20:49
81,서울시,32,1,SDOT001,4038,00Original,4038,0,202104190020,2021-04-19 00:20:57
82,서울시,32,1,SDOT001,4008,00Original,4008,4,202104190020,2021-04-19 00:21:09
83,서울시,32,1,SDOT001,4012,00Original,4012,0,202104190020,2021-04-19 00:21:19
84,서울시,32,1,SDOT001,4049,00Original,4049,0,202104190020,2021-04-19 00:22:22
85,서울시,32,1,SDOT001,4005,00Original,4005,7,202104190020,2021-04-19 00:22:40
86,서울시,32,1,SDOT001,2993,00Original,2993,197,202104190000,2021-04-19 00:24:52
87,서울시,32,1,SDOT001,2995,00Original,2995,141,202104190000,2021-04-19 00:24:53
88,서울시,32,1,SDOT001,2996,00Original,2996,129,202104190000,2021-04-19 00:24:54
89,서울시,32,1,SDOT001,2999,00Original,2999,131,202104190000,2021-04-19 00:25:01
90,서울시,32,1,SDOT001,3003,00Original,3003,186,202104190000,2021-04-19 00:25:20
91,서울시,32,1,SDOT001,3007,00Original,3007,217,202104190000,2021-04-19 00:25:20
92,서울시,32,1,SDOT001,3012,00Original,3012,85,202104190000,2021-04-19 00:25:42
93,서울시,32,1,SDOT001,3033,00Original,3033,109,202104190000,2021-04-19 00:26:25
94,서울시,32,1,SDOT001,3035,00Original,3035,136,202104190000,2021-04-19 00:26:26
95,서울시,32,1,SDOT001,3036,00Original,3036,169,202104190000,2021-04-19 00:26:29
96,서울시,32,1,SDOT001,4004,00Original,4004,10,202104190020,2021-04-19 00:26:43
97,서울시,32,1,SDOT001,4025,00Original,4025,0,202104190020,2021-04-19 00:28:00
98,서울시,32,1,SDOT001,4041,00Original,4041,3,202104190030,2021-04-19 00:30:14
99,서울시,32,1,SDOT001,4015,00Original,4015,3,202104190030,2021-04-19 00:30:16
100,서울시,32,1,SDOT001,4031,00Original,4031,1,202104190030,2021-04-19 00:30:22
101,서울시,32,1,SDOT001,4046,00Original,4046,1,202104190030,2021-04-19 00:30:27
102,서울시,32,1,SDOT001,4008,00Original,4008,0,202104190030,2021-04-19 00:31:01
103,서울시,32,1,SDOT001,4049,00Original,4049,1,202104190030,2021-04-19 00:32:42
104,서울시,32,1,SDOT001,4022,00Original,4022,9,202104190030,2021-04-19 00:33:59
105,서울시,32,1,SDOT001,4034,00Original,4034,0,202104190030,2021-04-19 00:35:44
106,서울시,32,1,SDOT001,4029,00Original,4029,4,202104190030,2021-04-19 00:37:03
107,서울시,32,1,SDOT001,3004,00Original,3004,158,202104190010,2021-04-19 00:37:14
108,서울시,32,1,SDOT001,3007,00Original,3007,205,202104190010,2021-04-19 00:37:16
109,서울시,32,1,SDOT001,3019,00Original,3019,147,202104190010,2021-04-19 00:37:47
110,서울시,32,1,SDOT001,3017,00Original,3017,188,202104190010,2021-04-19 00:37:50
111,서울시,32,1,SDOT001,3022,00Original,3022,154,202104190010,2021-04-19 00:37:51
112,서울시,32,1,SDOT001,4025,00Original,4025,1,202104190030,2021-04-19 00:37:57
113,서울시,32,1,SDOT001,3024,00Original,3024,171,202104190010,2021-04-19 00:37:57
114,서울시,32,1,SDOT001,3028,00Original,3028,158,202104190010,2021-04-19 00:38:05
115,서울시,32,1,SDOT001,3032,00Original,3032,101,202104190010,2021-04-19 00:38:14
116,서울시,32,1,SDOT001,3041,00Original,3041,139,202104190010,2021-04-19 00:38:40
117,서울시,32,1,SDOT001,4031,00Original,4031,1,202104190040,2021-04-19 00:40:22
118,서울시,32,1,SDOT001,4046,00Original,4046,0,202104190040,2021-04-19 00:40:36
119,서울시,32,1,SDOT001,4017,00Original,4017,0,202104190040,2021-04-19 00:41:00
120,서울시,32,1,SDOT001,4043,00Original,4043,2,202104190040,2021-04-19 00:40:59
121,서울시,32,1,SDOT001,4038,00Original,4038,0,202104190040,2021-04-19 00:40:59
122,서울시,32,1,SDOT001,4008,00Original,4008,3,202104190040,2021-04-19 00:41:14
123,서울시,32,1,SDOT001,4039,00Original,4039,0,202104190040,2021-04-19 00:41:47
124,서울시,32,1,SDOT001,4005,00Original,4005,8,202104190040,2021-04-19 00:42:32
125,서울시,32,1,SDOT001,4010,00Original,4010,9,202104190040,2021-04-19 00:45:51
126,서울시,32,1,SDOT001,4037,00Original,4037,0,202104190040,2021-04-19 00:46:17
127,서울시,32,1,SDOT001,4021,00Original,4021,1,202104190040,2021-04-19 00:46:38
128,서울시,32,1,SDOT001,4030,00Original,4030,1,202104190040,2021-04-19 00:47:27
129,서울시,32,1,SDOT001,3004,00Original,3004,178,202104190020,2021-04-19 00:49:03
130,서울시,32,1,SDOT001,3006,00Original,3006,170,202104190020,2021-04-19 00:49:06
131,서울시,32,1,SDOT001,3007,00Original,3007,222,202104190020,2021-04-19 00:49:08
132,서울시,32,1,SDOT001,3005,00Original,3005,150,202104190020,2021-04-19 00:49:09
133,서울시,32,1,SDOT001,3009,00Original,3009,0,202104190020,2021-04-19 00:49:14
134,서울시,32,1,SDOT001,3010,00Original,3010,208,202104190020,2021-04-19 00:49:23
135,서울시,32,1,SDOT001,3014,00Original,3014,141,202104190020,2021-04-19 00:49:26
136,서울시,32,1,SDOT001,3015,00Original,3015,145,202104190020,2021-04-19 00:49:25
137,서울시,32,1,SDOT001,3017,00Original,3017,174,202104190020,2021-04-19 00:49:33
138,서울시,32,1,SDOT001,3018,00Original,3018,110,202104190020,2021-04-19 00:49:42
139,서울시,32,1,SDOT001,3019,00Original,3019,191,202104190020,2021-04-19 00:49:33
140,서울시,32,1,SDOT001,3021,00Original,3021,98,202104190020,2021-04-19 00:49:42
141,서울시,32,1,SDOT001,3031,00Original,3031,158,202104190020,2021-04-19 00:50:02
142,서울시,32,1,SDOT001,3032,00Original,3032,121,202104190020,2021-04-19 00:50:11
143,서울시,32,1,SDOT001,4041,00Original,4041,4,202104190050,2021-04-19 00:50:12
144,서울시,32,1,SDOT001,3036,00Original,3036,175,202104190020,2021-04-19 00:50:12
145,서울시,32,1,SDOT001,3037,00Original,3037,76,202104190020,2021-04-19 00:50:16
146,서울시,32,1,SDOT001,3038,00Original,3038,141,202104190020,2021-04-19 00:50:26
147,서울시,32,1,SDOT001,4015,00Original,4015,11,202104190050,2021-04-19 00:50:26
148,서울시,32,1,SDOT001,3041,00Original,3041,148,202104190020,2021-04-19 00:50:27
149,서울시,32,1,SDOT001,4023,00Original,4023,0,202104190050,2021-04-19 00:50:37
150,서울시,32,1,SDOT001,4017,00Original,4017,0,202104190050,2021-04-19 00:50:40
151,서울시,32,1,SDOT001,4006,00Original,4006,0,202104190050,2021-04-19 00:50:57
152,서울시,32,1,SDOT001,4038,00Original,4038,0,202104190050,2021-04-19 00:50:56
153,서울시,32,1,SDOT001,4012,00Original,4012,7,202104190050,2021-04-19 00:51:40
154,서울시,32,1,SDOT001,4049,00Original,4049,0,202104190050,2021-04-19 00:52:30
155,서울시,32,1,SDOT001,4005,00Original,4005,3,202104190050,2021-04-19 00:52:28
156,서울시,32,1,SDOT001,4022,00Original,4022,4,202104190050,2021-04-19 00:54:10
157,서울시,32,1,SDOT001,4024,00Original,4024,1,202104190050,2021-04-19 00:54:42
158,서울시,32,1,SDOT001,4028,00Original,4028,0,202104190050,2021-04-19 00:56:42
159,서울시,32,1,SDOT001,4004,00Original,4004,6,202104190050,2021-04-19 00:56:43
160,서울시,32,1,SDOT001,4031,00Original,4031,0,202104190100,2021-04-19 01:00:22
161,서울시,32,1,SDOT001,4015,00Original,4015,0,202104190100,2021-04-19 01:00:33
162,서울시,32,1,SDOT001,4041,00Original,4041,4,202104190100,2021-04-19 01:00:33
163,서울시,32,1,SDOT001,2992,00Original,2992,154,202104190040,2021-04-19 01:00:32
164,서울시,32,1,SDOT001,2999,00Original,2999,113,202104190040,2021-04-19 01:00:49
165,서울시,32,1,SDOT001,3008,00Original,3008,126,202104190040,2021-04-19 01:01:04
166,서울시,32,1,SDOT001,2997,00Original,2997,153,202104190040,2021-04-19 01:01:28
167,서울시,32,1,SDOT001,3000,00Original,3000,163,202104190040,2021-04-19 01:01:36
168,서울시,32,1,SDOT001,3003,00Original,3003,178,202104190040,2021-04-19 01:02:11
169,서울시,32,1,SDOT001,3013,00Original,3013,129,202104190040,2021-04-19 01:02:07
170,서울시,32,1,SDOT001,3019,00Original,3019,162,202104190040,2021-04-19 01:02:12
171,서울시,32,1,SDOT001,3011,00Original,3011,146,202104190040,2021-04-19 01:02:15
172,서울시,32,1,SDOT001,3021,00Original,3021,87,202104190040,2021-04-19 01:02:15
173,서울시,32,1,SDOT001,3020,00Original,3020,210,202104190040,2021-04-19 01:02:19
174,서울시,32,1,SDOT001,3022,00Original,3022,148,202104190040,2021-04-19 01:02:21
175,서울시,32,1,SDOT001,3026,00Original,3026,66,202104190040,2021-04-19 01:02:29
176,서울시,32,1,SDOT001,3025,00Original,3025,153,202104190040,2021-04-19 01:02:29
177,서울시,32,1,SDOT001,4049,00Original,4049,1,202104190100,2021-04-19 01:02:55
178,서울시,32,1,SDOT001,3032,00Original,3032,108,202104190040,2021-04-19 01:02:55
179,서울시,32,1,SDOT001,3036,00Original,3036,142,202104190040,2021-04-19 01:02:55
180,서울시,32,1,SDOT001,4024,00Original,4024,1,202104190100,2021-04-19 01:04:43
181,서울시,32,1,SDOT001,4021,00Original,4021,0,202104190100,2021-04-19 01:06:38
182,서울시,32,1,SDOT001,4031,00Original,4031,1,202104190110,2021-04-19 01:10:24
183,서울시,32,1,SDOT001,4038,00Original,4038,0,202104190110,2021-04-19 01:11:03
184,서울시,32,1,SDOT001,4012,00Original,4012,2,202104190110,2021-04-19 01:11:19
185,서울시,32,1,SDOT001,2994,00Original,2994,146,202104190050,2021-04-19 01:13:09
186,서울시,32,1,SDOT001,2995,00Original,2995,137,202104190050,2021-04-19 01:13:16
187,서울시,32,1,SDOT001,2999,00Original,2999,122,202104190050,2021-04-19 01:13:18
188,서울시,32,1,SDOT001,3001,00Original,3001,140,202104190050,2021-04-19 01:13:27
189,서울시,32,1,SDOT001,3004,00Original,3004,187,202104190050,2021-04-19 01:13:28
190,서울시,32,1,SDOT001,2998,00Original,2998,194,202104190050,2021-04-19 01:13:49
191,서울시,32,1,SDOT001,3002,00Original,3002,129,202104190050,2021-04-19 01:13:50
192,서울시,32,1,SDOT001,3014,00Original,3014,142,202104190050,2021-04-19 01:13:49
193,서울시,32,1,SDOT001,3012,00Original,3012,87,202104190050,2021-04-19 01:13:59
194,서울시,32,1,SDOT001,3025,00Original,3025,165,202104190050,2021-04-19 01:14:36
195,서울시,32,1,SDOT001,3027,00Original,3027,143,202104190050,2021-04-19 01:14:38
196,서울시,32,1,SDOT001,3028,00Original,3028,148,202104190050,2021-04-19 01:14:38
197,서울시,32,1,SDOT001,3030,00Original,3030,170,202104190050,2021-04-19 01:14:39
198,서울시,32,1,SDOT001,3029,00Original,3029,81,202104190050,2021-04-19 01:14:49
199,서울시,32,1,SDOT001,3034,00Original,3034,224,202104190050,2021-04-19 01:14:50
200,서울시,32,1,SDOT001,4004,00Original,4004,5,202104190110,2021-04-19 01:16:49
201,서울시,32,1,SDOT001,4029,00Original,4029,2,202104190110,2021-04-19 01:17:02
202,서울시,32,1,SDOT001,4041,00Original,4041,0,202104190120,2021-04-19 01:20:31
203,서울시,32,1,SDOT001,4031,00Original,4031,0,202104190120,2021-04-19 01:20:22
204,서울시,32,1,SDOT001,4015,00Original,4015,0,202104190120,2021-04-19 01:20:40
205,서울시,32,1,SDOT001,4017,00Original,4017,0,202104190120,2021-04-19 01:20:47
206,서울시,32,1,SDOT001,4036,00Original,4036,1,202104190120,2021-04-19 01:20:47
207,서울시,32,1,SDOT001,4012,00Original,4012,0,202104190120,2021-04-19 01:21:45
208,서울시,32,1,SDOT001,4049,00Original,4049,0,202104190120,2021-04-19 01:22:22
209,서울시,32,1,SDOT001,4005,00Original,4005,0,202104190120,2021-04-19 01:22:27
210,서울시,32,1,SDOT001,4048,00Original,4048,0,202104190120,2021-04-19 01:24:21
211,서울시,32,1,SDOT001,3003,00Original,3003,195,202104190100,2021-04-19 01:25:20
212,서울시,32,1,SDOT001,2998,00Original,2998,164,202104190100,2021-04-19 01:25:30
213,서울시,32,1,SDOT001,3005,00Original,3005,144,202104190100,2021-04-19 01:25:30
214,서울시,32,1,SDOT001,3009,00Original,3009,0,202104190100,2021-04-19 01:25:34
215,서울시,32,1,SDOT001,4034,00Original,4034,1,202104190120,2021-04-19 01:25:39
216,서울시,32,1,SDOT001,3021,00Original,3021,92,202104190100,2021-04-19 01:26:14
217,서울시,32,1,SDOT001,3030,00Original,3030,172,202104190100,2021-04-19 01:26:29
218,서울시,32,1,SDOT001,4029,00Original,4029,3,202104190120,2021-04-19 01:27:10
219,서울시,32,1,SDOT001,4020,00Original,4020,0,202104190120,2021-04-19 01:27:48
220,서울시,32,1,SDOT001,4042,00Original,4042,2,202104190120,2021-04-19 01:27:49
221,서울시,32,1,SDOT001,4040,00Original,4040,1,202104190120,2021-04-19 01:28:04
222,서울시,32,1,SDOT001,4015,00Original,4015,2,202104190130,2021-04-19 01:30:42
223,서울시,32,1,SDOT001,4045,00Original,4045,0,202104190130,2021-04-19 01:30:42
224,서울시,32,1,SDOT001,4043,00Original,4043,0,202104190130,2021-04-19 01:31:13
225,서울시,32,1,SDOT001,4009,00Original,4009,23,202104190130,2021-04-19 01:36:13
226,서울시,32,1,SDOT001,4013,00Original,4013,9,202104190130,2021-04-19 01:36:47
227,서울시,32,1,SDOT001,2992,00Original,2992,167,202104190110,2021-04-19 01:36:56
228,서울시,32,1,SDOT001,2995,00Original,2995,133,202104190110,2021-04-19 01:36:56
229,서울시,32,1,SDOT001,2996,00Original,2996,115,202104190110,2021-04-19 01:37:04
230,서울시,32,1,SDOT001,3000,00Original,3000,139,202104190110,2021-04-19 01:37:17
231,서울시,32,1,SDOT001,3009,00Original,3009,0,202104190110,2021-04-19 01:37:32
232,서울시,32,1,SDOT001,3034,00Original,3034,206,202104190110,2021-04-19 01:38:35
233,서울시,32,1,SDOT001,3037,00Original,3037,87,202104190110,2021-04-19 01:38:34
234,서울시,32,1,SDOT001,3039,00Original,3039,137,202104190110,2021-04-19 01:38:52
235,서울시,32,1,SDOT001,4046,00Original,4046,0,202104190140,2021-04-19 01:40:28
236,서울시,32,1,SDOT001,4023,00Original,4023,0,202104190140,2021-04-19 01:40:36
237,서울시,32,1,SDOT001,4006,00Original,4006,0,202104190140,2021-04-19 01:40:47
238,서울시,32,1,SDOT001,4036,00Original,4036,3,202104190140,2021-04-19 01:40:48
239,서울시,32,1,SDOT001,4001,00Original,4001,0,202104190140,2021-04-19 01:40:57
240,서울시,32,1,SDOT001,4012,00Original,4012,0,202104190140,2021-04-19 01:41:22
241,서울시,32,1,SDOT001,4039,00Original,4039,2,202104190140,2021-04-19 01:41:35
242,서울시,32,1,SDOT001,4049,00Original,4049,0,202104190140,2021-04-19 01:42:38
243,서울시,32,1,SDOT001,4005,00Original,4005,6,202104190140,2021-04-19 01:42:57
244,서울시,32,1,SDOT001,4003,00Original,4003,0,202104190140,2021-04-19 01:43:05
245,서울시,32,1,SDOT001,4024,00Original,4024,2,202104190140,2021-04-19 01:44:43
246,서울시,32,1,SDOT001,4020,00Original,4020,0,202104190140,2021-04-19 01:47:44
247,서울시,32,1,SDOT001,4040,00Original,4040,3,202104190140,2021-04-19 01:48:19
248,서울시,32,1,SDOT001,2994,00Original,2994,142,202104190120,2021-04-19 01:48:55
249,서울시,32,1,SDOT001,3003,00Original,3003,176,202104190120,2021-04-19 01:49:12
250,서울시,32,1,SDOT001,3008,00Original,3008,141,202104190120,2021-04-19 01:49:28
251,서울시,32,1,SDOT001,3010,00Original,3010,192,202104190120,2021-04-19 01:49:27
252,서울시,32,1,SDOT001,3009,00Original,3009,0,202104190120,2021-04-19 01:49:49
253,서울시,32,1,SDOT001,3020,00Original,3020,203,202104190120,2021-04-19 01:49:56
254,서울시,32,1,SDOT001,3033,00Original,3033,102,202104190120,2021-04-19 01:50:56
255,서울시,32,1,SDOT001,3037,00Original,3037,92,202104190120,2021-04-19 01:50:56
256,서울시,32,1,SDOT001,3040,00Original,3040,150,202104190120,2021-04-19 01:50:56
257,서울시,32,1,SDOT001,4012,00Original,4012,1,202104190150,2021-04-19 01:51:38
258,서울시,32,1,SDOT001,4049,00Original,4049,0,202104190150,2021-04-19 01:52:27
259,서울시,32,1,SDOT001,4005,00Original,4005,0,202104190150,2021-04-19 01:52:51
260,서울시,32,1,SDOT001,4032,00Original,4032,3,202104190150,2021-04-19 01:54:20
261,서울시,32,1,SDOT001,4048,00Original,4048,0,202104190150,2021-04-19 01:54:20
262,서울시,32,1,SDOT001,4020,00Original,4020,0,202104190150,2021-04-19 01:58:08
263,서울시,32,1,SDOT001,4025,00Original,4025,0,202104190150,2021-04-19 01:58:23
264,서울시,32,1,SDOT001,4041,00Original,4041,0,202104190200,2021-04-19 02:00:13
265,서울시,32,1,SDOT001,4027,00Original,4027,2,202104190200,2021-04-19 02:00:23
266,서울시,32,1,SDOT001,3002,00Original,3002,95,202104190140,2021-04-19 02:01:26
267,서울시,32,1,SDOT001,2998,00Original,2998,108,202104190140,2021-04-19 02:01:35
268,서울시,32,1,SDOT001,4012,00Original,4012,0,202104190200,2021-04-19 02:01:35
269,서울시,32,1,SDOT001,3009,00Original,3009,0,202104190140,2021-04-19 02:01:51
270,서울시,32,1,SDOT001,3012,00Original,3012,66,202104190140,2021-04-19 02:02:18
271,서울시,32,1,SDOT001,3020,00Original,3020,142,202104190140,2021-04-19 02:02:25
272,서울시,32,1,SDOT001,3027,00Original,3027,96,202104190140,2021-04-19 02:02:26
273,서울시,32,1,SDOT001,4005,00Original,4005,0,202104190200,2021-04-19 02:02:33
274,서울시,32,1,SDOT001,3031,00Original,3031,103,202104190140,2021-04-19 02:02:57
275,서울시,32,1,SDOT001,4044,00Original,4044,0,202104190200,2021-04-19 02:03:20
276,서울시,32,1,SDOT001,3034,00Original,3034,165,202104190140,2021-04-19 02:03:29
277,서울시,32,1,SDOT001,4048,00Original,4048,1,202104190200,2021-04-19 02:04:15
278,서울시,32,1,SDOT001,4032,00Original,4032,1,202104190200,2021-04-19 02:04:23
279,서울시,32,1,SDOT001,4014,00Original,4014,38,202104190200,2021-04-19 02:06:11
280,서울시,32,1,SDOT001,4029,00Original,4029,3,202104190200,2021-04-19 02:07:19
281,서울시,32,1,SDOT001,4033,00Original,4033,1,202104190210,2021-04-19 02:10:15
282,서울시,32,1,SDOT001,4031,00Original,4031,0,202104190210,2021-04-19 02:10:30
283,서울시,32,1,SDOT001,4046,00Original,4046,0,202104190210,2021-04-19 02:10:30
284,서울시,32,1,SDOT001,4023,00Original,4023,0,202104190210,2021-04-19 02:10:52
285,서울시,32,1,SDOT001,4012,00Original,4012,0,202104190210,2021-04-19 02:11:23
286,서울시,32,1,SDOT001,4039,00Original,4039,0,202104190210,2021-04-19 02:11:39
287,서울시,32,1,SDOT001,2992,00Original,2992,165,202104190150,2021-04-19 02:13:03
288,서울시,32,1,SDOT001,4024,00Original,4024,0,202104190210,2021-04-19 02:14:51
289,서울시,32,1,SDOT001,3029,00Original,3029,78,202104190150,2021-04-19 02:15:07
290,서울시,32,1,SDOT001,3028,00Original,3028,135,202104190150,2021-04-19 02:15:08
291,서울시,32,1,SDOT001,3030,00Original,3030,179,202104190150,2021-04-19 02:15:08
292,서울시,32,1,SDOT001,3034,00Original,3034,216,202104190150,2021-04-19 02:15:27
293,서울시,32,1,SDOT001,3034,00Original,3034,216,202104190150,2021-04-19 02:16:25
294,서울시,32,1,SDOT001,4030,00Original,4030,0,202104190210,2021-04-19 02:17:26
295,서울시,32,1,SDOT001,4049,00Original,4049,1,202104190220,2021-04-19 02:22:28
296,서울시,32,1,SDOT001,4048,00Original,4048,3,202104190220,2021-04-19 02:24:28
297,서울시,32,1,SDOT001,4032,00Original,4032,0,202104190220,2021-04-19 02:24:43
298,서울시,32,1,SDOT001,2993,00Original,2993,183,202104190200,2021-04-19 02:25:06
299,서울시,32,1,SDOT001,3000,00Original,3000,137,202104190200,2021-04-19 02:25:21
300,서울시,32,1,SDOT001,3003,00Original,3003,176,202104190200,2021-04-19 02:25:29
301,서울시,32,1,SDOT001,3022,00Original,3022,150,202104190200,2021-04-19 02:26:17
302,서울시,32,1,SDOT001,4035,00Original,4035,2,202104190220,2021-04-19 02:26:17
