"지구별","주차장명","주차대수","이용시간","날짜"
"PLT-007","양화1주차장","5085","472434","2021/09"
"PLT-006","광나루12주차장","28358","1966590","2021/09"
"PLT-009","반포23주차장","106481","7512134","2021/09"
"PLT-007","양화1주차장","10646","983700","2021/09"
"PLT-007","양화1주차장","2559","220083","2021/09"
"PLT-007","양화345주차장","9515","746997","2021/09"
"PLT-001","강서1주차장","2613","172937","2021/09"
"PLT-007","양화2주차장","2735","211618","2021/09"
"PLT-005","뚝섬2주차장","31261","3101320","2021/09"
"PLT-003","망원23주차장","29353","2604202","2021/09"
"PLT-008","여의도3주차장","12220","2434980","2021/09"
"PLT-003","망원23주차장","23261","2020756","2021/09"
"PLT-006","광나루12주차장","4921","317123","2021/09"
"PLT-005","뚝섬2주차장","24830","2415727","2021/09"
"PLT-007","양화2주차장","2243","167030","2021/09"
"PLT-009","반포23주차장","22990","1520114","2021/09"
"PLT-008","여의도3주차장","27274","5083190","2021/09"
"PLT-006","광나루3주차장","12851","711941","2021/09"
"PLT-003","망원1주차장","2293","153645","2021/09"
"PLT-007","양화345주차장","6505","490420","2021/09"
"PLT-008","여의도3주차장","37476","7469653","2021/09"
"PLT-002","난지123주차장","69328","4695631","2021/09"
"PLT-005","뚝섬4주차장","24872","2128681","2021/09"
"PLT-004","이촌34주차장","31022","2393354","2021/09"
"PLT-008","여의도1주차장","89112","7995806","2021/09"
"PLT-002","난지123주차장","48969","3176921","2021/09"
"PLT-003","망원23주차장","2069","111259","2021/09"
"PLT-010","잠원1-6주차장","105509","8776288","2021/09"
"PLT-008","여의도5주차장","9125","2182286","2021/09"
"PLT-004","이촌2주차장","13651","1000865","2021/09"
"PLT-009","반포23주차장","1592","56240","2021/09"
"PLT-007","양화1주차장","225","8781","2021/09"
"PLT-006","광나루3주차장","622","12717","2021/09"
"PLT-001","강서1주차장","4366","304797","2021/09"
"PLT-005","뚝섬4주차장","17377","1465195","2021/09"
"PLT-004","이촌2주차장","9600","701742","2021/09"
"PLT-008","여의도5주차장","6179","1375462","2021/09"
"PLT-010","잠원1-6주차장","75286","6071502","2021/09"
"PLT-008","여의도2주차장","36658","3928402","2021/09"
"PLT-009","반포1주차장","27025","1683028","2021/09"
"PLT-006","광나루3주차장","32422","1471758","2021/09"
"PLT-009","반포1주차장","289","5235","2021/09"
"PLT-008","여의도2주차장","694","124614","2021/09"
"PLT-007","양화345주차장","23048","1918289","2021/09"
"PLT-003","망원1주차장","8104","620841","2021/09"
"PLT-001","강서1주차장","377","13352","2021/09"
"PLT-011","잠실1234주차장","5955","159993","2021/09"
"PLT-005","뚝섬1주차장","248","9572","2021/09"
"PLT-006","광나루12주차장","17654","1253793","2021/09"
"PLT-008","여의도3주차장","27947","5166743","2021/09"
"PLT-002","난지123주차장","54039","3580583","2021/09"
"PLT-008","여의도1주차장","1939","52651","2021/09"
"PLT-004","이촌34주차장","758","38870","2021/09"
"PLT-010","잠원1-6주차장","33781","2682842","2021/09"
"PLT-008","여의도4주차장","2250","510320","2021/09"
"PLT-003","망원23주차장","30624","2718683","2021/09"
"PLT-007","양화345주차장","19131","1571188","2021/09"
"PLT-003","망원1주차장","6872","536531","2021/09"
"PLT-006","광나루12주차장","15004","1048828","2021/09"
"PLT-009","반포1주차장","22868","1451245","2021/09"
"PLT-005","뚝섬4주차장","19487","1634180","2021/09"
"PLT-004","이촌2주차장","10627","777984","2021/09"
"PLT-008","여의도2주차장","30749","3462444","2021/09"
"PLT-008","여의도5주차장","6769","1515497","2021/09"
"PLT-010","잠원1-6주차장","80741","6445528","2021/09"
"PLT-008","여의도3주차장","37476","7469653","2021/09"
"PLT-005","뚝섬3주차장","7365","646353","2021/09"
"PLT-008","여의도4주차장","2468","574632","2021/09"
"PLT-004","이촌1주차장","1571","95674","2021/09"
"PLT-005","뚝섬2주차장","32490","3241156","2021/09"
"PLT-007","양화2주차장","2849","220950","2021/09"
"PLT-010","잠원1-6주차장","60379","5001919","2021/09"
"PLT-008","여의도5주차장","5641","1313772","2021/09"
"PLT-004","이촌2주차장","7175","514934","2021/09"
"PLT-005","뚝섬4주차장","12904","1138172","2021/09"
"PLT-002","난지123주차장","37769","2265342","2021/09"
"PLT-008","여의도3주차장","21544","4565913","2021/09"
"PLT-003","망원23주차장","30624","2718683","2021/09"
"PLT-002","난지123주차장","69328","4695631","2021/09"
"PLT-005","뚝섬4주차장","24872","2128681","2021/09"
"PLT-004","이촌2주차장","13651","1000865","2021/09"
"PLT-008","여의도5주차장","9125","2182286","2021/09"
"PLT-010","잠원1-6주차장","105509","8776288","2021/09"
"PLT-008","여의도5주차장","9125","2182286","2021/09"
"PLT-004","이촌2주차장","13651","1000865","2021/09"
"PLT-005","뚝섬4주차장","24872","2128681","2021/09"
"PLT-005","뚝섬2주차장","32490","3241156","2021/09"
"PLT-007","양화2주차장","2849","220950","2021/09"
"PLT-008","여의도3주차장","37476","7469653","2021/09"
"PLT-002","난지123주차장","69328","4695631","2021/09"
"PLT-010","잠원1-6주차장","105509","8776288","2021/09"
"PLT-005","뚝섬4주차장","24872","2128681","2021/09"
"PLT-006","광나루3주차장","1934","55275","2021/09"
"PLT-007","양화1주차장","744","35528","2021/09"
"PLT-006","광나루12주차장","22074","1518406","2021/09"
"PLT-003","망원23주차장","1126","52680","2021/09"
"PLT-005","뚝섬2주차장","868","32000","2021/09"
"PLT-007","양화2주차장","80","3744","2021/09"
"PLT-007","양화345주차장","38642","3229393","2021/09"
"PLT-003","망원1주차장","13615","904489","2021/09"
"PLT-006","광나루12주차장","28358","1966590","2021/09"
"PLT-003","망원1주차장","10606","659727","2021/09"
"PLT-007","양화345주차장","30465","2501224","2021/09"
"PLT-007","양화2주차장","2849","220950","2021/09"
"PLT-005","뚝섬2주차장","32490","3241156","2021/09"
"PLT-003","망원23주차장","30624","2718683","2021/09"
"PLT-009","반포23주차장","6393","291073","2021/09"
"PLT-010","잠원1-6주차장","70549","5906123","2021/09"
"PLT-009","반포1주차장","17211","1078392","2021/09"
"PLT-008","여의도5주차장","5959","1358311","2021/09"
"PLT-008","여의도2주차장","23778","2933991","2021/09"
"PLT-008","여의도1주차장","57605","5620196","2021/09"
"PLT-004","이촌34주차장","21371","1670392","2021/09"
"PLT-004","이촌2주차장","8517","627469","2021/09"
"PLT-005","뚝섬4주차장","15059","1336721","2021/09"
"PLT-002","난지123주차장","43582","2736352","2021/09"
"PLT-008","여의도3주차장","24697","4862586","2021/09"
"PLT-007","양화2주차장","2849","220950","2021/09"
"PLT-005","뚝섬2주차장","32490","3241156","2021/09"
"PLT-008","여의도5주차장","3325","680062","2021/09"
"PLT-003","망원23주차장","30624","2718683","2021/09"
"PLT-004","이촌34주차장","10463","833175","2021/09"
"PLT-008","여의도1주차장","75745","6934706","2021/09"
"PLT-004","이촌34주차장","26963","2099733","2021/09"
"PLT-003","망원1주차장","13615","904489","2021/09"
"PLT-007","양화2주차장","1382","112062","2021/09"
"PLT-005","뚝섬2주차장","14802","1494808","2021/09"
"PLT-003","망원23주차장","14494","1280924","2021/09"
"PLT-006","광나루12주차장","28358","1966590","2021/09"
"PLT-003","망원1주차장","3914","296157","2021/09"
"PLT-009","반포1주차장","34630","2218584","2021/09"
"PLT-008","여의도3주차장","4871","423753","2021/09"
"PLT-002","난지123주차장","8338","420205","2021/09"
"PLT-009","반포1주차장","34630","2218584","2021/09"
"PLT-004","이촌1주차장","1395","82800","2021/09"
"PLT-008","여의도4주차장","2052","449413","2021/09"
"PLT-005","뚝섬4주차장","2616","193445","2021/09"
"PLT-006","광나루12주차장","19879","1385030","2021/09"
"PLT-004","이촌34주차장","2531","131899","2021/09"
"PLT-008","여의도1주차장","6800","267871","2021/09"
"PLT-008","여의도2주차장","2624","338833","2021/09"
"PLT-009","반포1주차장","1769","62421","2021/09"
"PLT-003","망원1주차장","9435","630544","2021/09"
"PLT-005","뚝섬3주차장","6952","611278","2021/09"
"PLT-003","망원23주차장","537","22907","2021/09"
"PLT-005","뚝섬1주차장","4217","322070","2021/09"
"PLT-011","잠실1234주차장","60686","3868950","2021/09"
"PLT-001","강서1주차장","4902","342203","2021/09"
"PLT-005","뚝섬2주차장","392","15443","2021/09"
"PLT-007","양화2주차장","44","2595","2021/09"
"PLT-001","강서1주차장","10118","718579","2021/09"
"PLT-011","잠실1234주차장","116119","7881728","2021/09"
"PLT-007","양화345주차장","27283","2239604","2021/09"
"PLT-005","뚝섬3주차장","11274","982788","2021/09"
"PLT-008","여의도4주차장","3037","691374","2021/09"
"PLT-005","뚝섬3주차장","6579","579625","2021/09"
"PLT-009","반포23주차장","83218","5778707","2021/09"
"PLT-005","뚝섬1주차장","8665","665159","2021/09"
"PLT-011","잠실1234주차장","116119","7881728","2021/09"
"PLT-001","강서1주차장","10118","718579","2021/09"
"PLT-004","이촌1주차장","2177","130898","2021/09"
"PLT-007","양화1주차장","8375","729787","2021/09"
"PLT-004","이촌1주차장","1658","102011","2021/09"
"PLT-008","여의도4주차장","2653","628842","2021/09"
"PLT-005","뚝섬3주차장","7756","677257","2021/09"
"PLT-004","이촌1주차장","3404","202633","2021/09"
"PLT-004","이촌34주차장","19127","1517950","2021/09"
"PLT-008","여의도1주차장","51616","4909500","2021/09"
"PLT-008","여의도2주차장","20738","2603437","2021/09"
"PLT-009","반포1주차장","15224","971219","2021/09"
"PLT-001","강서1주차장","6597","471070","2021/09"
"PLT-006","광나루3주차장","24447","1106753","2021/09"
"PLT-008","여의도2주차장","46778","5235215","2021/09"
"PLT-008","여의도1주차장","113000","10633130","2021/09"
"PLT-004","이촌2주차장","1676","110822","2021/09"
"PLT-001","강서1주차장","4625","322470","2021/09"
"PLT-011","잠실1234주차장","56756","3649372","2021/09"
"PLT-009","반포1주차장","21029","1345613","2021/09"
"PLT-008","여의도2주차장","28214","3287801","2021/09"
"PLT-004","이촌34주차장","40193","3164071","2021/09"
"PLT-005","뚝섬3주차장","13836","1181819","2021/09"
"PLT-005","뚝섬1주차장","4000","305612","2021/09"
"PLT-002","난지123주차장","69328","4695631","2021/09"
"PLT-008","여의도3주차장","37476","7469653","2021/09"
"PLT-008","여의도4주차장","3354","758458","2021/09"
"PLT-004","이촌1주차장","2623","147003","2021/09"
"PLT-004","이촌2주차장","13651","1000865","2021/09"
"PLT-008","여의도5주차장","9125","2182286","2021/09"
"PLT-001","강서1주차장","10118","718579","2021/09"
"PLT-011","잠실1234주차장","116119","7881728","2021/09"
"PLT-001","강서1주차장","7999","554336","2021/09"
"PLT-011","잠실1234주차장","88937","5999884","2021/09"
"PLT-005","뚝섬1주차장","6796","517064","2021/09"
"PLT-008","여의도3주차장","2943","229041","2021/09"
"PLT-002","난지123주차장","5031","143682","2021/09"
"PLT-005","뚝섬4주차장","1632","98678","2021/09"
"PLT-004","이촌2주차장","904","45569","2021/09"
"PLT-008","여의도5주차장","880","37931","2021/09"
"PLT-010","잠원1-6주차장","7810","425363","2021/09"
"PLT-008","여의도1주차장","69439","6508544","2021/09"
"PLT-004","이촌34주차장","25339","1980718","2021/09"
"PLT-004","이촌34주차장","40193","3164071","2021/09"
"PLT-008","여의도1주차장","113000","10633130","2021/09"
"PLT-008","여의도2주차장","46778","5235215","2021/09"
"PLT-005","뚝섬1주차장","8665","665159","2021/09"
"PLT-006","광나루3주차장","13918","756188","2021/09"
"PLT-007","양화1주차장","5403","503939","2021/09"
"PLT-009","반포23주차장","50729","3511741","2021/09"
"PLT-007","양화345주차장","10588","829281","2021/09"
"PLT-009","반포23주차장","106481","7512134","2021/09"
"PLT-011","잠실1234주차장","52848","3427850","2021/09"
"PLT-005","뚝섬1주차장","3756","281814","2021/09"
"PLT-011","잠실1234주차장","77416","5161007","2021/09"
"PLT-009","반포1주차장","34630","2218584","2021/09"
"PLT-008","여의도5주차장","1132","74738","2021/09"
"PLT-010","잠원1-6주차장","13530","923181","2021/09"
"PLT-005","뚝섬3주차장","17276","1497999","2021/09"
"PLT-008","여의도4주차장","4617","1112946","2021/09"
"PLT-007","양화1주차장","10646","983700","2021/09"
"PLT-006","광나루3주차장","32422","1471758","2021/09"
"PLT-005","뚝섬3주차장","17276","1497999","2021/09"
"PLT-008","여의도3주차장","7718","1018496","2021/09"
"PLT-005","뚝섬1주차장","8665","665159","2021/09"
"PLT-003","망원23주차장","13636","1204257","2021/09"
"PLT-005","뚝섬2주차장","14090","1418848","2021/09"
"PLT-007","양화2주차장","1318","105222","2021/09"
"PLT-007","양화345주차장","18080","1485154","2021/09"
"PLT-003","망원1주차장","6464","501592","2021/09"
"PLT-006","광나루12주차장","14128","982420","2021/09"
"PLT-002","난지123주차장","13221","822493","2021/09"
"PLT-003","망원23주차장","24110","2098197","2021/09"
"PLT-005","뚝섬2주차장","25571","2493737","2021/09"
"PLT-010","잠원1-6주차장","105509","8776288","2021/09"
"PLT-004","이촌34주차장","40193","3164071","2021/09"
"PLT-008","여의도1주차장","113000","10633130","2021/09"
"PLT-008","여의도2주차장","46778","5235215","2021/09"
"PLT-009","반포1주차장","34630","2218584","2021/09"
"PLT-007","양화2주차장","2298","172145","2021/09"
"PLT-008","여의도4주차장","4617","1112946","2021/09"
"PLT-009","반포23주차장","75235","5222134","2021/09"
"PLT-006","광나루12주차장","1918","73738","2021/09"
"PLT-003","망원1주차장","869","55718","2021/09"
"PLT-007","양화345주차장","2403","124357","2021/09"
"PLT-007","양화1주차장","7564","658713","2021/09"
"PLT-005","뚝섬1주차장","1672","118694","2021/09"
"PLT-005","뚝섬4주차장","4235","345944","2021/09"
"PLT-006","광나루3주차장","21331","1010234","2021/09"
"PLT-004","이촌1주차장","3404","202633","2021/09"
"PLT-004","이촌34주차장","32147","2485984","2021/09"
"PLT-010","잠원1-6주차장","56882","4707484","2021/09"
"PLT-008","여의도5주차장","5266","1210193","2021/09"
"PLT-004","이촌2주차장","6796","490855","2021/09"
"PLT-005","뚝섬4주차장","11997","1060090","2021/09"
"PLT-002","난지123주차장","35578","2166960","2021/09"
"PLT-008","여의도3주차장","20247","4283090","2021/09"
"PLT-008","여의도1주차장","92604","8326515","2021/09"
"PLT-008","여의도2주차장","38206","4120623","2021/09"
"PLT-007","양화345주차장","16411","1332328","2021/09"
"PLT-003","망원1주차장","5764","435590","2021/09"
"PLT-009","반포1주차장","28107","1752379","2021/09"
"PLT-008","여의도4주차장","4617","1112946","2021/09"
"PLT-005","뚝섬1주차장","8665","665159","2021/09"
"PLT-009","반포1주차장","16100","1021804","2021/09"
"PLT-008","여의도2주차장","22128","2735636","2021/09"
"PLT-008","여의도1주차장","54262","5259758","2021/09"
"PLT-004","이촌34주차장","20177","1591925","2021/09"
"PLT-007","양화2주차장","1734","141390","2021/09"
"PLT-005","뚝섬2주차장","19376","1946542","2021/09"
"PLT-003","망원23주차장","18492","1655333","2021/09"
"PLT-005","뚝섬3주차장","17276","1497999","2021/09"
"PLT-005","뚝섬1주차장","8665","665159","2021/09"
"PLT-011","잠실1234주차장","116119","7881728","2021/09"
"PLT-006","광나루12주차장","12642","882417","2021/09"
"PLT-001","강서1주차장","10118","718579","2021/09"
"PLT-004","이촌2주차장","2685","191017","2021/09"
"PLT-009","반포23주차장","11366","680603","2021/09"
"PLT-008","여의도5주차장","1734","220568","2021/09"
"PLT-010","잠원1-6주차장","21619","1647446","2021/09"
"PLT-007","양화1주차장","1275","74798","2021/09"
"PLT-006","광나루3주차장","2983","131237","2021/09"
"PLT-006","광나루3주차장","10907","617969","2021/09"
