"기관 명","송신 서버 번호","데이터 번호","모델명","시리얼","서버타입","사이트명","방문자수","날짜","등록일자"
"서울시","32","1","SDOT001","4027","Original","4027","8","202102210000","2021-02-22 00:00:03"
"서울시","32","1","SDOT001","4041","Original","4041","0","202102210000","2021-02-22 00:00:11"
"서울시","32","1","SDOT001","4015","Original","4015","6","202102210000","2021-02-22 00:00:19"
"서울시","32","1","SDOT001","4031","Original","4031","3","202102210000","2021-02-22 00:00:24"
"서울시","32","1","SDOT001","4046","Original","4046","1","202102210000","2021-02-22 00:00:30"
"서울시","32","1","SDOT001","4036","Original","4036","5","202102210000","2021-02-22 00:00:30"
"서울시","32","1","SDOT001","4023","Original","4023","0","202102210000","2021-02-22 00:00:30"
"서울시","32","1","SDOT001","4017","Original","4017","0","202102210000","2021-02-22 00:00:30"
"서울시","32","1","SDOT001","4019","Original","4019","22","202102210000","2021-02-22 00:00:41"
"서울시","32","1","SDOT001","4001","Original","4001","0","202102210000","2021-02-22 00:00:45"
"서울시","32","1","SDOT001","4006","Original","4006","3","202102210000","2021-02-22 00:00:45"
"서울시","32","1","SDOT001","4043","Original","4043","0","202102210000","2021-02-22 00:00:50"
"서울시","32","1","SDOT001","4038","Original","4038","1","202102210000","2021-02-22 00:00:56"
"서울시","32","1","SDOT001","4008","Original","4008","11","202102210000","2021-02-22 00:01:02"
"서울시","32","1","SDOT001","2992","Original","2992","196","202102212340","2021-02-22 00:01:10"
"서울시","32","1","SDOT001","2993","Original","2993","186","202102212340","2021-02-22 00:01:11"
"서울시","32","1","SDOT001","2994","Original","2994","153","202102212340","2021-02-22 00:01:12"
"서울시","32","1","SDOT001","2995","Original","2995","147","202102212340","2021-02-22 00:01:16"
"서울시","32","1","SDOT001","2996","Original","2996","156","202102212340","2021-02-22 00:01:16"
"서울시","32","1","SDOT001","4039","Original","4039","10","202102210000","2021-02-22 00:01:16"
"서울시","32","1","SDOT001","2997","Original","2997","160","202102212340","2021-02-22 00:01:16"
"서울시","32","1","SDOT001","2998","Original","2998","146","202102212340","2021-02-22 00:01:16"
"서울시","32","1","SDOT001","2999","Original","2999","55","202102212340","2021-02-22 00:01:17"
"서울시","32","1","SDOT001","3000","Original","3000","172","202102212340","2021-02-22 00:01:17"
"서울시","32","1","SDOT001","3001","Original","3001","123","202102212340","2021-02-22 00:01:17"
"서울시","32","1","SDOT001","3002","Original","3002","114","202102212340","2021-02-22 00:01:18"
"서울시","32","1","SDOT001","4012","Original","4012","1","202102210000","2021-02-22 00:01:18"
"서울시","32","1","SDOT001","3003","Original","3003","164","202102212340","2021-02-22 00:01:18"
"서울시","32","1","SDOT001","3004","Original","3004","158","202102212340","2021-02-22 00:01:19"
"서울시","32","1","SDOT001","3005","Original","3005","160","202102212340","2021-02-22 00:01:19"
"서울시","32","1","SDOT001","3006","Original","3006","152","202102212340","2021-02-22 00:01:22"
"서울시","32","1","SDOT001","3007","Original","3007","206","202102212340","2021-02-22 00:01:23"
"서울시","32","1","SDOT001","3008","Original","3008","192","202102212340","2021-02-22 00:01:23"
"서울시","32","1","SDOT001","3009","Original","3009","165","202102212340","2021-02-22 00:01:27"
"서울시","32","1","SDOT001","3010","Original","3010","170","202102212340","2021-02-22 00:01:27"
"서울시","32","1","SDOT001","3011","Original","3011","123","202102212340","2021-02-22 00:01:31"
"서울시","32","1","SDOT001","3012","Original","3012","73","202102212340","2021-02-22 00:01:31"
"서울시","32","1","SDOT001","3013","Original","3013","135","202102212340","2021-02-22 00:01:32"
"서울시","32","1","SDOT001","3014","Original","3014","131","202102212340","2021-02-22 00:01:32"
"서울시","32","1","SDOT001","3015","Original","3015","124","202102212340","2021-02-22 00:01:32"
"서울시","32","1","SDOT001","3016","Original","3016","152","202102212340","2021-02-22 00:01:33"
"서울시","32","1","SDOT001","3017","Original","3017","197","202102212340","2021-02-22 00:01:33"
"서울시","32","1","SDOT001","3018","Original","3018","126","202102212340","2021-02-22 00:01:33"
"서울시","32","1","SDOT001","3019","Original","3019","156","202102212340","2021-02-22 00:01:34"
"서울시","32","1","SDOT001","3020","Original","3020","268","202102212340","2021-02-22 00:01:34"
"서울시","32","1","SDOT001","3021","Original","3021","120","202102212340","2021-02-22 00:01:35"
"서울시","32","1","SDOT001","3023","Original","3023","167","202102212340","2021-02-22 00:01:39"
"서울시","32","1","SDOT001","3022","Original","3022","164","202102212340","2021-02-22 00:01:39"
"서울시","32","1","SDOT001","3024","Original","3024","152","202102212340","2021-02-22 00:01:39"
"서울시","32","1","SDOT001","3025","Original","3025","195","202102212340","2021-02-22 00:01:40"
"서울시","32","1","SDOT001","3026","Original","3026","86","202102212340","2021-02-22 00:01:40"
"서울시","32","1","SDOT001","3027","Original","3027","153","202102212340","2021-02-22 00:01:40"
"서울시","32","1","SDOT001","3028","Original","3028","170","202102212340","2021-02-22 00:01:41"
