"기관 명","송신 서버 번호","데이터 번호","모델명","시리얼","서버타입","사이트명","방문자수","날짜","등록일자"
"서울시","32","1","SDOT001","4014","00Original","0000004014","42","202104260040","2021-04-26 00:46:12"
"서울시","32","1","SDOT001","4007","00Original","0000004007","1","202104260040","2021-04-26 00:47:30"
"서울시","32","1","SDOT001","2998","00Original","0000002998","189","202104260020","2021-04-26 00:49:17"
"서울시","32","1","SDOT001","2999","00Original","0000002999","162","202104260020","2021-04-26 00:49:20"
"서울시","32","1","SDOT001","3000","00Original","0000003000","178","202104260020","2021-04-26 00:49:21"
"서울시","32","1","SDOT001","3001","00Original","0000003001","128","202104260020","2021-04-26 00:49:23"
"서울시","32","1","SDOT001","3002","00Original","0000003002","142","202104260020","2021-04-26 00:49:28"
"서울시","32","1","SDOT001","3004","00Original","0000003004","189","202104260020","2021-04-26 00:49:31"
"서울시","32","1","SDOT001","3003","00Original","0000003003","176","202104260020","2021-04-26 00:49:43"
"서울시","32","1","SDOT001","3016","00Original","0000003016","149","202104260020","2021-04-26 00:49:58"
"서울시","32","1","SDOT001","3017","00Original","0000003017","188","202104260020","2021-04-26 00:49:59"
"서울시","32","1","SDOT001","3018","00Original","0000003018","116","202104260020","2021-04-26 00:50:00"
"서울시","32","1","SDOT001","3024","00Original","0000003024","173","202104260020","2021-04-26 00:50:16"
"서울시","32","1","SDOT001","3025","00Original","0000003025","148","202104260020","2021-04-26 00:50:20"
"서울시","32","1","SDOT001","3028","00Original","0000003028","146","202104260020","2021-04-26 00:50:21"
"서울시","32","1","SDOT001","3029","00Original","0000003029","70","202104260020","2021-04-26 00:50:21"
"서울시","32","1","SDOT001","3030","00Original","0000003030","177","202104260020","2021-04-26 00:50:22"
"서울시","32","1","SDOT001","3027","00Original","0000003027","135","202104260020","2021-04-26 00:50:22"
"서울시","32","1","SDOT001","4031","00Original","0000004031","2","202104260050","2021-04-26 00:50:22"
"서울시","32","1","SDOT001","3031","00Original","0000003031","163","202104260020","2021-04-26 00:50:23"
"서울시","32","1","SDOT001","3032","00Original","0000003032","129","202104260020","2021-04-26 00:50:24"
"서울시","32","1","SDOT001","3033","00Original","0000003033","111","202104260020","2021-04-26 00:50:26"
"서울시","32","1","SDOT001","3034","00Original","0000003034","276","202104260020","2021-04-26 00:50:27"
"서울시","32","1","SDOT001","3035","00Original","0000003035","177","202104260020","2021-04-26 00:50:27"
"서울시","32","1","SDOT001","4046","00Original","0000004046","5","202104260050","2021-04-26 00:50:29"
"서울시","32","1","SDOT001","3036","00Original","0000003036","193","202104260020","2021-04-26 00:50:29"
"서울시","32","1","SDOT001","4017","00Original","0000004017","1","202104260050","2021-04-26 00:50:30"
"서울시","32","1","SDOT001","3037","00Original","0000003037","73","202104260020","2021-04-26 00:50:31"
"서울시","32","1","SDOT001","4036","00Original","0000004036","6","202104260050","2021-04-26 00:50:33"
"서울시","32","1","SDOT001","4023","00Original","0000004023","0","202104260050","2021-04-26 00:50:34"
"서울시","32","1","SDOT001","4008","00Original","0000004008","4","202104260050","2021-04-26 00:51:01"
"서울시","32","1","SDOT001","4043","00Original","0000004043","1","202104260050","2021-04-26 00:51:09"
"서울시","32","1","SDOT001","4049","00Original","0000004049","1","202104260050","2021-04-26 00:52:24"
"서울시","32","1","SDOT001","4005","00Original","0000004005","3","202104260050","2021-04-26 00:52:27"
"서울시","32","1","SDOT001","4029","00Original","0000004029","5","202104260050","2021-04-26 00:57:01"
"서울시","32","1","SDOT001","4015","00Original","0000004015","5","202104260100","2021-04-26 01:00:18"
"서울시","32","1","SDOT001","4031","00Original","0000004031","0","202104260100","2021-04-26 01:00:23"
"서울시","32","1","SDOT001","2992","00Original","0000002992","159","202104260040","2021-04-26 01:00:46"
"서울시","32","1","SDOT001","4008","00Original","0000004008","3","202104260100","2021-04-26 01:01:01"
"서울시","32","1","SDOT001","2993","00Original","0000002993","191","202104260040","2021-04-26 01:01:13"
"서울시","32","1","SDOT001","2994","00Original","0000002994","146","202104260040","2021-04-26 01:01:15"
"서울시","32","1","SDOT001","3007","00Original","0000003007","200","202104260040","2021-04-26 01:01:45"
"서울시","32","1","SDOT001","3008","00Original","0000003008","132","202104260040","2021-04-26 01:01:48"
"서울시","32","1","SDOT001","3018","00Original","0000003018","123","202104260040","2021-04-26 01:02:11"
"서울시","32","1","SDOT001","4049","00Original","0000004049","2","202104260100","2021-04-26 01:02:22"
"서울시","32","1","SDOT001","3024","00Original","0000003024","167","202104260040","2021-04-26 01:02:23"
"서울시","32","1","SDOT001","3026","00Original","0000003026","81","202104260040","2021-04-26 01:02:26"
"서울시","32","1","SDOT001","3027","00Original","0000003027","134","202104260040","2021-04-26 01:02:27"
"서울시","32","1","SDOT001","3023","00Original","0000003023","170","202104260040","2021-04-26 01:02:31"
"서울시","32","1","SDOT001","3025","00Original","0000003025","157","202104260040","2021-04-26 01:02:32"
"서울시","32","1","SDOT001","4005","00Original","0000004005","1","202104260100","2021-04-26 01:02:33"
"서울시","32","1","SDOT001","3033","00Original","0000003033","126","202104260040","2021-04-26 01:02:41"
"서울시","32","1","SDOT001","4048","00Original","0000004048","21","202104260100","2021-04-26 01:04:12"
"서울시","32","1","SDOT001","4032","00Original","0000004032","2","202104260100","2021-04-26 01:04:15"
"서울시","32","1","SDOT001","4034","00Original","0000004034","3","202104260100","2021-04-26 01:05:34"
"서울시","32","1","SDOT001","4010","00Original","0000004010","7","202104260100","2021-04-26 01:05:51"
"서울시","32","1","SDOT001","4009","00Original","0000004009","27","202104260100","2021-04-26 01:06:08"
"서울시","32","1","SDOT001","4030","00Original","0000004030","4","202104260100","2021-04-26 01:07:28"
"서울시","32","1","SDOT001","4041","00Original","0000004041","0","202104260110","2021-04-26 01:10:13"
"서울시","32","1","SDOT001","4015","00Original","0000004015","12","202104260110","2021-04-26 01:10:17"
"서울시","32","1","SDOT001","4031","00Original","0000004031","0","202104260110","2021-04-26 01:10:21"
"서울시","32","1","SDOT001","4046","00Original","0000004046","0","202104260110","2021-04-26 01:10:33"
"서울시","32","1","SDOT001","4017","00Original","0000004017","0","202104260110","2021-04-26 01:10:39"
"서울시","32","1","SDOT001","4006","00Original","0000004006","0","202104260110","2021-04-26 01:10:48"
"서울시","32","1","SDOT001","4019","00Original","0000004019","23","202104260110","2021-04-26 01:10:50"
"서울시","32","1","SDOT001","4043","00Original","0000004043","0","202104260110","2021-04-26 01:10:57"
"서울시","32","1","SDOT001","4039","00Original","0000004039","0","202104260110","2021-04-26 01:11:16"
"서울시","32","1","SDOT001","4012","00Original","0000004012","5","202104260110","2021-04-26 01:11:19"
"서울시","32","1","SDOT001","4049","00Original","0000004049","1","202104260110","2021-04-26 01:12:21"
"서울시","32","1","SDOT001","2997","00Original","0000002997","140","202104260050","2021-04-26 01:13:13"
"서울시","32","1","SDOT001","3000","00Original","0000003000","161","202104260050","2021-04-26 01:13:19"
"서울시","32","1","SDOT001","3001","00Original","0000003001","142","202104260050","2021-04-26 01:13:20"
"서울시","32","1","SDOT001","2999","00Original","0000002999","156","202104260050","2021-04-26 01:13:20"
"서울시","32","1","SDOT001","3002","00Original","0000003002","132","202104260050","2021-04-26 01:13:23"
"서울시","32","1","SDOT001","3003","00Original","0000003003","170","202104260050","2021-04-26 01:13:25"
"서울시","32","1","SDOT001","3005","00Original","0000003005","165","202104260050","2021-04-26 01:13:30"
"서울시","32","1","SDOT001","3004","00Original","0000003004","202","202104260050","2021-04-26 01:13:41"
"서울시","32","1","SDOT001","3010","00Original","0000003010","176","202104260050","2021-04-26 01:13:43"
"서울시","32","1","SDOT001","3013","00Original","0000003013","126","202104260050","2021-04-26 01:13:50"
"서울시","32","1","SDOT001","3015","00Original","0000003015","132","202104260050","2021-04-26 01:13:52"
"서울시","32","1","SDOT001","3016","00Original","0000003016","135","202104260050","2021-04-26 01:13:54"
"서울시","32","1","SDOT001","3017","00Original","0000003017","188","202104260050","2021-04-26 01:13:58"
"서울시","32","1","SDOT001","3019","00Original","0000003019","178","202104260050","2021-04-26 01:14:02"
"서울시","32","1","SDOT001","3020","00Original","0000003020","192","202104260050","2021-04-26 01:14:03"
"서울시","32","1","SDOT001","3021","00Original","0000003021","96","202104260050","2021-04-26 01:14:05"
"서울시","32","1","SDOT001","3022","00Original","0000003022","186","202104260050","2021-04-26 01:14:07"
"서울시","32","1","SDOT001","3023","00Original","0000003023","180","202104260050","2021-04-26 01:14:15"
"서울시","32","1","SDOT001","3032","00Original","0000003032","128","202104260050","2021-04-26 01:14:29"
"서울시","32","1","SDOT001","3033","00Original","0000003033","127","202104260050","2021-04-26 01:14:31"
"서울시","32","1","SDOT001","3035","00Original","0000003035","128","202104260050","2021-04-26 01:14:35"
"서울시","32","1","SDOT001","4004","00Original","0000004004","3","202104260110","2021-04-26 01:16:50"
"서울시","32","1","SDOT001","4031","00Original","0000004031","4","202104260120","2021-04-26 01:20:28"
"서울시","32","1","SDOT001","4046","00Original","0000004046","0","202104260120","2021-04-26 01:20:29"
"서울시","32","1","SDOT001","4036","00Original","0000004036","1","202104260120","2021-04-26 01:20:31"
"서울시","32","1","SDOT001","4017","00Original","0000004017","0","202104260120","2021-04-26 01:20:33"
"서울시","32","1","SDOT001","4023","00Original","0000004023","0","202104260120","2021-04-26 01:20:34"
"서울시","32","1","SDOT001","4008","00Original","0000004008","2","202104260120","2021-04-26 01:21:06"
"서울시","32","1","SDOT001","4044","00Original","0000004044","0","202104260120","2021-04-26 01:22:43"
"서울시","32","1","SDOT001","4034","00Original","0000004034","5","202104260120","2021-04-26 01:25:38"
"서울시","32","1","SDOT001","3011","00Original","0000003011","144","202104260100","2021-04-26 01:25:41"
"서울시","32","1","SDOT001","3023","00Original","0000003023","186","202104260100","2021-04-26 01:26:07"
"서울시","32","1","SDOT001","3025","00Original","0000003025","137","202104260100","2021-04-26 01:26:29"
"서울시","32","1","SDOT001","4021","00Original","0000004021","4","202104260120","2021-04-26 01:26:32"
"서울시","32","1","SDOT001","3035","00Original","0000003035","152","202104260100","2021-04-26 01:26:34"
"서울시","32","1","SDOT001","4042","00Original","0000004042","4","202104260120","2021-04-26 01:27:49"
"서울시","32","1","SDOT001","4015","00Original","0000004015","1","202104260130","2021-04-26 01:30:19"
"서울시","32","1","SDOT001","4031","00Original","0000004031","1","202104260130","2021-04-26 01:30:24"
"서울시","32","1","SDOT001","4046","00Original","0000004046","0","202104260130","2021-04-26 01:30:34"
"서울시","32","1","SDOT001","4049","00Original","0000004049","1","202104260130","2021-04-26 01:32:24"
"서울시","32","1","SDOT001","4005","00Original","0000004005","2","202104260130","2021-04-26 01:32:30"
"서울시","32","1","SDOT001","2992","00Original","0000002992","150","202104260110","2021-04-26 01:36:45"
"서울시","32","1","SDOT001","3006","00Original","0000003006","162","202104260110","2021-04-26 01:37:19"
"서울시","32","1","SDOT001","4011","00Original","0000004011","0","202104260130","2021-04-26 01:37:20"
"서울시","32","1","SDOT001","3031","00Original","0000003031","146","202104260110","2021-04-26 01:38:23"
"서울시","32","1","SDOT001","3035","00Original","0000003035","114","202104260110","2021-04-26 01:38:31"
"서울시","32","1","SDOT001","4031","00Original","0000004031","0","202104260140","2021-04-26 01:40:28"
"서울시","32","1","SDOT001","4048","00Original","0000004048","7","202104260140","2021-04-26 01:44:20"
"서울시","32","1","SDOT001","4032","00Original","0000004032","2","202104260140","2021-04-26 01:44:21"
"서울시","32","1","SDOT001","4010","00Original","0000004010","9","202104260140","2021-04-26 01:45:53"
"서울시","32","1","SDOT001","4007","00Original","0000004007","0","202104260140","2021-04-26 01:47:30"
"서울시","32","1","SDOT001","3003","00Original","0000003003","153","202104260120","2021-04-26 01:49:07"
"서울시","32","1","SDOT001","3005","00Original","0000003005","139","202104260120","2021-04-26 01:49:12"
"서울시","32","1","SDOT001","3008","00Original","0000003008","139","202104260120","2021-04-26 01:49:18"
"서울시","32","1","SDOT001","3007","00Original","0000003007","194","202104260120","2021-04-26 01:49:19"
"서울시","32","1","SDOT001","3009","00Original","0000003009","0","202104260120","2021-04-26 01:49:20"
"서울시","32","1","SDOT001","3010","00Original","0000003010","154","202104260120","2021-04-26 01:49:20"
"서울시","32","1","SDOT001","3011","00Original","0000003011","121","202104260120","2021-04-26 01:49:22"
"서울시","32","1","SDOT001","3012","00Original","0000003012","76","202104260120","2021-04-26 01:49:27"
"서울시","32","1","SDOT001","3013","00Original","0000003013","122","202104260120","2021-04-26 01:49:30"
"서울시","32","1","SDOT001","3015","00Original","0000003015","128","202104260120","2021-04-26 01:49:32"
"서울시","32","1","SDOT001","3018","00Original","0000003018","98","202104260120","2021-04-26 01:49:39"
"서울시","32","1","SDOT001","3019","00Original","0000003019","157","202104260120","2021-04-26 01:49:41"
"서울시","32","1","SDOT001","3021","00Original","0000003021","67","202104260120","2021-04-26 01:49:52"
"서울시","32","1","SDOT001","3029","00Original","0000003029","56","202104260120","2021-04-26 01:50:08"
"서울시","32","1","SDOT001","4045","00Original","0000004045","0","202104260150","2021-04-26 01:50:37"
"서울시","32","1","SDOT001","4012","00Original","0000004012","1","202104260150","2021-04-26 01:51:21"
"서울시","32","1","SDOT001","4049","00Original","0000004049","0","202104260150","2021-04-26 01:52:26"
"서울시","32","1","SDOT001","4005","00Original","0000004005","3","202104260150","2021-04-26 01:52:26"
"서울시","32","1","SDOT001","4025","00Original","0000004025","0","202104260150","2021-04-26 01:57:54"
"서울시","32","1","SDOT001","4041","00Original","0000004041","0","202104260200","2021-04-26 02:00:21"
"서울시","32","1","SDOT001","4031","00Original","0000004031","0","202104260200","2021-04-26 02:00:23"
"서울시","32","1","SDOT001","2997","00Original","0000002997","120","202104260140","2021-04-26 02:01:21"
"서울시","32","1","SDOT001","2999","00Original","0000002999","129","202104260140","2021-04-26 02:01:39"
"서울시","32","1","SDOT001","3015","00Original","0000003015","103","202104260140","2021-04-26 02:02:01"
"서울시","32","1","SDOT001","3016","00Original","0000003016","148","202104260140","2021-04-26 02:02:03"
"서울시","32","1","SDOT001","3031","00Original","0000003031","117","202104260140","2021-04-26 02:02:46"
"서울시","32","1","SDOT001","3036","00Original","0000003036","131","202104260140","2021-04-26 02:02:47"
"서울시","32","1","SDOT001","4029","00Original","0000004029","12","202104260200","2021-04-26 02:07:14"
"서울시","32","1","SDOT001","4027","00Original","0000004027","4","202104260210","2021-04-26 02:10:05"
"서울시","32","1","SDOT001","4043","00Original","0000004043","2","202104260210","2021-04-26 02:10:53"
"서울시","32","1","SDOT001","4038","00Original","0000004038","1","202104260210","2021-04-26 02:11:01"
"서울시","32","1","SDOT001","4008","00Original","0000004008","1","202104260210","2021-04-26 02:11:02"
"서울시","32","1","SDOT001","4026","00Original","0000004026","0","202104260210","2021-04-26 02:12:39"
"서울시","32","1","SDOT001","2995","00Original","0000002995","134","202104260150","2021-04-26 02:13:07"
"서울시","32","1","SDOT001","2996","00Original","0000002996","118","202104260150","2021-04-26 02:13:10"
"서울시","32","1","SDOT001","3010","00Original","0000003010","173","202104260150","2021-04-26 02:13:42"
"서울시","32","1","SDOT001","3015","00Original","0000003015","122","202104260150","2021-04-26 02:13:54"
"서울시","32","1","SDOT001","3016","00Original","0000003016","147","202104260150","2021-04-26 02:13:55"
"서울시","32","1","SDOT001","3025","00Original","0000003025","152","202104260150","2021-04-26 02:14:17"
"서울시","32","1","SDOT001","3026","00Original","0000003026","66","202104260150","2021-04-26 02:14:19"
"서울시","32","1","SDOT001","3029","00Original","0000003029","63","202104260150","2021-04-26 02:14:25"
"서울시","32","1","SDOT001","3030","00Original","0000003030","176","202104260150","2021-04-26 02:14:26"
"서울시","32","1","SDOT001","3031","00Original","0000003031","134","202104260150","2021-04-26 02:14:27"
"서울시","32","1","SDOT001","3032","00Original","0000003032","137","202104260150","2021-04-26 02:14:27"
"서울시","32","1","SDOT001","3033","00Original","0000003033","105","202104260150","2021-04-26 02:14:28"
"서울시","32","1","SDOT001","3034","00Original","0000003034","201","202104260150","2021-04-26 02:14:30"
"서울시","32","1","SDOT001","4030","00Original","0000004030","6","202104260210","2021-04-26 02:17:24"
"서울시","32","1","SDOT001","4015","00Original","0000004015","1","202104260220","2021-04-26 02:20:16"
"서울시","32","1","SDOT001","4031","00Original","0000004031","1","202104260220","2021-04-26 02:20:21"
"서울시","32","1","SDOT001","4043","00Original","0000004043","0","202104260220","2021-04-26 02:21:00"
"서울시","32","1","SDOT001","4049","00Original","0000004049","0","202104260220","2021-04-26 02:22:22"
"서울시","32","1","SDOT001","4005","00Original","0000004005","2","202104260220","2021-04-26 02:22:29"
"서울시","32","1","SDOT001","2999","00Original","0000002999","138","202104260200","2021-04-26 02:25:05"
"서울시","32","1","SDOT001","3011","00Original","0000003011","134","202104260200","2021-04-26 02:25:32"
"서울시","32","1","SDOT001","4016","00Original","0000004016","0","202104260220","2021-04-26 02:26:03"
"서울시","32","1","SDOT001","3031","00Original","0000003031","137","202104260200","2021-04-26 02:26:20"
"서울시","32","1","SDOT001","4030","00Original","0000004030","0","202104260220","2021-04-26 02:27:25"
"서울시","32","1","SDOT001","4025","00Original","0000004025","2","202104260220","2021-04-26 02:27:56"
"서울시","32","1","SDOT001","4031","00Original","0000004031","0","202104260230","2021-04-26 02:30:29"
"서울시","32","1","SDOT001","4045","00Original","0000004045","0","202104260230","2021-04-26 02:30:42"
"서울시","32","1","SDOT001","4049","00Original","0000004049","1","202104260230","2021-04-26 02:32:23"
"서울시","32","1","SDOT001","4005","00Original","0000004005","1","202104260230","2021-04-26 02:32:28"
"서울시","32","1","SDOT001","4022","00Original","0000004022","0","202104260230","2021-04-26 02:33:50"
"서울시","32","1","SDOT001","2997","00Original","0000002997","139","202104260210","2021-04-26 02:37:00"
"서울시","32","1","SDOT001","3002","00Original","0000003002","120","202104260210","2021-04-26 02:37:08"
"서울시","32","1","SDOT001","3016","00Original","0000003016","134","202104260210","2021-04-26 02:37:40"
"서울시","32","1","SDOT001","3017","00Original","0000003017","179","202104260210","2021-04-26 02:37:43"
"서울시","32","1","SDOT001","3034","00Original","0000003034","185","202104260210","2021-04-26 02:38:22"
"서울시","32","1","SDOT001","3039","00Original","0000003039","148","202104260210","2021-04-26 02:38:33"
"서울시","32","1","SDOT001","4046","00Original","0000004046","0","202104260240","2021-04-26 02:40:27"
"서울시","32","1","SDOT001","4015","00Original","0000004015","1","202104260240","2021-04-26 02:40:29"
"서울시","32","1","SDOT001","4006","00Original","0000004006","0","202104260240","2021-04-26 02:40:46"
"서울시","32","1","SDOT001","4039","00Original","0000004039","0","202104260240","2021-04-26 02:41:17"
"서울시","32","1","SDOT001","4012","00Original","0000004012","5","202104260240","2021-04-26 02:41:19"
"서울시","32","1","SDOT001","4003","00Original","0000004003","1","202104260240","2021-04-26 02:42:56"
"서울시","32","1","SDOT001","4024","00Original","0000004024","1","202104260240","2021-04-26 02:44:48"
"서울시","32","1","SDOT001","4034","00Original","0000004034","0","202104260240","2021-04-26 02:45:34"
"서울시","32","1","SDOT001","4004","00Original","0000004004","2","202104260240","2021-04-26 02:46:42"
"서울시","32","1","SDOT001","4011","00Original","0000004011","0","202104260240","2021-04-26 02:47:29"
"서울시","32","1","SDOT001","2994","00Original","0000002994","94","202104260220","2021-04-26 02:48:45"
"서울시","32","1","SDOT001","2998","00Original","0000002998","139","202104260220","2021-04-26 02:48:56"
"서울시","32","1","SDOT001","3007","00Original","0000003007","191","202104260220","2021-04-26 02:49:15"
"서울시","32","1","SDOT001","3008","00Original","0000003008","139","202104260220","2021-04-26 02:49:17"
"서울시","32","1","SDOT001","3009","00Original","0000003009","0","202104260220","2021-04-26 02:49:18"
"서울시","32","1","SDOT001","3020","00Original","0000003020","149","202104260220","2021-04-26 02:49:43"
"서울시","32","1","SDOT001","3010","00Original","0000003010","150","202104260220","2021-04-26 02:49:47"
"서울시","32","1","SDOT001","3023","00Original","0000003023","163","202104260220","2021-04-26 02:49:51"
"서울시","32","1","SDOT001","3022","00Original","0000003022","118","202104260220","2021-04-26 02:49:51"
"서울시","32","1","SDOT001","4027","00Original","0000004027","1","202104260250","2021-04-26 02:50:04"
"서울시","32","1","SDOT001","4015","00Original","0000004015","0","202104260250","2021-04-26 02:50:17"
"서울시","32","1","SDOT001","3036","00Original","0000003036","162","202104260220","2021-04-26 02:50:20"
"서울시","32","1","SDOT001","3035","00Original","0000003035","134","202104260220","2021-04-26 02:50:21"
